claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision
CLM003195,POL003659,2019-01-27,2018-12-28,2016-03-25,2017-03-25,30,Volkswagen,Polo,Estate,vandalism,front,moderate,phone,comprehensive,True,False,False,6,128947,18,0,13,2013,16586.88,0.879,8625.18,1758.0,0.2038,False,0.0,0.0,sent_to_garage
CLM003196,POL002192,2020-04-13,2020-04-08,2015-05-28,2016-05-27,5,Volkswagen,Tiguan,Motorbike,flood,rear,minor,online,comprehensive,False,False,True,16,170978,35,3,2,2004,36006.56,1.079,3600.66,485.55,0.1349,False,0.0,1.0,sent_to_garage
CLM003200,POL005294,2016-10-20,2016-09-29,2016-04-01,2017-04-01,21,Mercedes,GLC,Motorbike,collision,front,moderate,broker,comprehensive,False,True,True,3,91558,55,0,11,2013,49979.75,1.954,37984.61,3908.0,0.1029,True,0.0,0.0,sent_to_garage
CLM003201,POL004300,2017-06-13,2017-05-24,2016-11-10,2017-11-10,20,Audi,A3,Hatchback,fire,multiple,severe,phone,comprehensive,False,False,True,4,79554,26,0,0,2013,29038.48,1.741,19746.17,13928.0,0.7054,True,0.0,0.0,sent_to_garage
CLM003204,POL003667,2017-02-23,2017-02-16,2014-01-18,2015-01-18,7,Honda,Jazz,Hatchback,flood,multiple,minor,broker,comprehensive,False,False,True,3,59881,45,1,4,2014,16054.14,0.828,12201.15,662.4,0.0543,False,0.0,0.0,sent_to_garage
CLM003206,POL002353,2018-05-12,2018-05-09,2017-07-04,2018-07-04,3,Hyundai,Tucson,Estate,fire,multiple,minor,broker,third_party,True,True,True,15,101421,17,0,10,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM003209,POL000619,2021-09-24,2021-08-29,2017-08-08,2018-08-08,26,Hyundai,i10,Sedan,theft_damage,side,moderate,broker,comprehensive,False,True,False,16,129057,24,1,1,2005,12305.49,0.732,1230.55,1098.0,0.8923,False,0.0,1.0,sent_to_garage
CLM003210,POL000539,2017-09-17,2017-08-29,2014-07-05,2015-07-05,19,Ford,Focus,Van,theft_damage,front,minor,direct,third_party,True,True,True,11,170683,24,0,10,2006,17797.46,0.79,2135.7,395.0,0.185,False,0.0,1.0,sent_to_garage
CLM003212,POL003960,2016-11-28,2016-11-25,2015-12-06,2016-12-05,3,Mercedes,E-Class,Sedan,fire,multiple,severe,direct,third_party,False,False,True,5,32628,18,3,19,2011,51714.08,1.948,31028.45,15584.0,0.5022,True,0.0,1.0,sent_to_garage
CLM003213,POL004465,2019-01-03,2018-12-29,2014-06-30,2015-06-30,5,Volkswagen,Golf,Motorbike,fire,multiple,minor,online,comprehensive,False,False,True,9,92078,21,0,1,2010,23872.41,0.984,6684.27,787.2,0.1178,False,0.0,1.0,sent_to_garage
CLM003214,POL003333,2021-09-29,2021-08-31,2017-10-07,2018-10-07,29,Toyota,Yaris,Sedan,collision,roof,moderate,direct,comprehensive,False,True,True,17,125379,31,0,2,2004,15234.4,0.778,1523.44,1945.0,1.2767,False,1.0,1.0,scrapped_by_handler
CLM003215,POL000827,2016-08-10,2016-07-23,2015-01-25,2016-01-25,18,Toyota,Yaris,Sedan,fire,side,severe,app,comprehensive,False,True,True,10,110645,64,3,19,2006,15158.89,0.814,3031.78,3256.0,1.074,False,1.0,1.0,scrapped_by_handler
CLM003216,POL004224,2019-07-16,2019-07-08,2019-01-14,2020-01-14,8,Honda,Jazz,SUV,theft_damage,side,minor,online,third_party_fire_theft,False,False,True,6,123964,60,1,1,2013,15353.75,0.832,7983.95,332.8,0.0417,False,0.0,0.0,sent_to_garage
CLM003218,POL000074,2016-10-28,2016-10-28,2014-04-09,2015-04-09,0,Audi,A6,Motorbike,collision,roof,minor,online,comprehensive,False,True,True,8,57660,34,1,1,2008,48854.85,1.939,17587.75,1163.4,0.0661,False,0.0,0.0,sent_to_garage
CLM003219,POL001585,2019-04-20,2019-04-14,2018-08-31,2019-08-31,6,Audi,Q5,Sedan,collision,rear,minor,broker,third_party,True,True,True,19,67280,54,0,10,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM003220,POL001867,2016-01-13,2015-12-18,2013-12-06,2014-12-06,26,Volkswagen,Golf,Motorbike,theft_damage,side,minor,phone,comprehensive,False,False,True,7,193144,65,2,6,2009,25598.58,1.018,11263.38,407.2,0.0362,False,0.0,0.0,sent_to_garage
CLM003221,POL001549,2021-12-03,2021-11-15,2014-12-15,2015-12-15,18,Hyundai,i20,Motorbike,vandalism,roof,moderate,online,third_party_fire_theft,False,False,True,14,165465,28,2,14,2007,16004.6,0.78,1600.46,1950.0,1.2184,False,1.0,1.0,scrapped_by_handler
CLM003222,POL004585,2016-09-17,2016-09-06,2012-03-14,2013-03-14,11,Toyota,RAV4,Hatchback,fire,roof,minor,broker,comprehensive,True,False,True,19,134428,47,1,11,1997,,,,,,False,0.0,1.0,sent_to_garage
CLM003223,POL004292,2018-07-12,2018-07-12,2014-02-13,2015-02-13,0,Nissan,Micra,Van,theft_damage,front,moderate,online,comprehensive,False,True,True,6,14807,28,2,2,2012,13625.8,0.779,7085.42,1558.0,0.2199,False,0.0,0.0,sent_to_garage
CLM003224,POL003928,2020-09-14,2020-09-04,2013-09-19,2014-09-19,10,Mercedes,E-Class,Estate,collision,multiple,moderate,phone,third_party,False,False,True,2,118474,56,0,17,2018,50060.06,2.035,42050.45,7122.5,0.1694,True,0.0,0.0,sent_to_garage
CLM003225,POL000785,2017-12-06,2017-11-25,2013-10-22,2014-10-22,11,Ford,Fiesta,Motorbike,vandalism,side,minor,direct,comprehensive,False,False,False,20,182256,35,0,18,1997,,,,,,False,0.0,0.0,sent_to_garage
CLM003226,POL004562,2018-01-28,2018-01-25,2015-04-13,2016-04-12,3,BMW,3 Series,SUV,theft_damage,multiple,minor,online,comprehensive,True,False,False,1,149950,38,0,5,2017,36312.52,1.838,33407.52,1470.4,0.044,True,0.0,0.0,sent_to_garage
CLM003229,POL003660,2016-09-22,2016-08-23,2014-03-12,2015-03-12,30,Nissan,Qashqai,Motorbike,flood,front,moderate,app,comprehensive,False,False,False,0,115526,47,0,17,2016,29385.51,0.92,29385.51,1840.0,0.0626,True,0.0,0.0,sent_to_garage
CLM003231,POL002481,2020-03-18,2020-03-10,2012-05-08,2013-05-08,8,Nissan,Leaf,Motorbike,vandalism,front,severe,direct,comprehensive,False,False,False,5,31564,35,0,19,2015,31482.23,0.972,18889.34,4860.0,0.2573,True,0.0,1.0,sent_to_garage
CLM003232,POL000634,2017-04-21,2017-03-27,2013-07-02,2014-07-02,25,BMW,3 Series,Van,fire,side,moderate,direct,comprehensive,False,False,True,1,103837,34,0,11,2016,34362.97,1.8,31613.93,2700.0,0.0854,True,0.0,0.0,sent_to_garage
CLM003234,POL000565,2019-01-12,2018-12-24,2012-02-23,2013-02-22,19,Honda,Jazz,Van,fire,rear,moderate,broker,third_party_fire_theft,True,False,True,11,164367,32,0,7,2008,16531.39,0.866,1983.77,1558.8,0.7858,False,0.0,1.0,sent_to_garage
CLM003235,POL000928,2018-12-06,2018-11-14,2014-01-31,2015-01-31,22,Nissan,Juke,SUV,fire,multiple,severe,phone,third_party_fire_theft,False,False,False,15,3636,54,0,2,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM003236,POL000749,2017-04-26,2017-03-30,2014-07-11,2015-07-11,27,Hyundai,i30,SUV,flood,roof,minor,phone,comprehensive,False,True,False,19,16241,60,2,18,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM003238,POL001609,2018-07-31,2018-07-12,2016-04-01,2017-04-01,19,Mercedes,A-Class,Van,flood,side,minor,app,third_party_fire_theft,False,False,True,12,106028,42,1,18,2006,30292.18,1.818,3029.22,727.2,0.2401,False,0.0,0.0,sent_to_garage
CLM003239,POL002006,2021-05-01,2021-04-27,2018-09-05,2019-09-05,4,Ford,Focus,SUV,collision,roof,moderate,broker,third_party_fire_theft,True,False,True,9,50408,17,1,7,2012,17351.63,0.781,4858.46,1952.5,0.4019,False,0.0,0.0,sent_to_garage
CLM003240,POL001819,2018-02-25,2018-02-01,2014-01-30,2015-01-30,24,Honda,HR-V,Motorbike,vandalism,front,severe,app,comprehensive,True,True,False,9,169121,38,0,2,2009,26088.85,0.876,7304.88,4380.0,0.5996,False,0.0,0.0,sent_to_garage
CLM003243,POL005191,2020-07-11,2020-07-05,2013-10-31,2014-10-31,6,Hyundai,i10,Hatchback,vandalism,rear,minor,phone,comprehensive,True,True,True,13,55262,52,1,17,2007,11622.45,0.748,1162.25,336.6,0.2896,False,0.0,0.0,sent_to_garage
CLM003244,POL001694,2019-02-09,2019-01-26,2013-01-14,2014-01-14,14,Hyundai,i10,Estate,fire,side,moderate,online,comprehensive,True,False,True,17,89827,47,2,5,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM003245,POL000649,2021-11-23,2021-11-21,2012-04-29,2013-04-29,2,Nissan,Juke,Estate,vandalism,roof,moderate,app,comprehensive,False,False,True,11,159301,58,1,18,2010,20416.32,0.833,2449.96,2082.5,0.85,False,0.0,1.0,sent_to_garage
CLM003246,POL003141,2020-06-16,2020-05-26,2012-10-09,2013-10-09,21,Nissan,Juke,Sedan,flood,rear,minor,app,third_party,False,False,True,13,47275,42,2,19,2007,19308.85,0.835,1930.88,375.75,0.1946,False,0.0,1.0,sent_to_garage
CLM003249,POL004966,2016-03-30,2016-03-20,2014-04-26,2015-04-26,10,Ford,Mondeo,Van,collision,roof,minor,online,third_party_fire_theft,False,True,False,6,7273,24,0,14,2010,21695.99,0.829,11281.91,497.4,0.0441,False,0.0,0.0,sent_to_garage
CLM003251,POL006132,2017-09-25,2017-09-07,2016-01-20,2017-01-19,18,Honda,CR-V,Sedan,collision,front,moderate,online,third_party_fire_theft,False,True,False,8,42662,40,1,1,2009,31412.65,0.913,11308.55,1826.0,0.1615,False,0.0,0.0,sent_to_garage
CLM003252,POL003123,2018-09-17,2018-08-27,2014-09-23,2015-09-23,21,BMW,X3,Sedan,flood,front,moderate,online,comprehensive,False,False,False,8,194676,24,0,1,2010,48432.36,1.805,17435.65,3610.0,0.207,False,0.0,1.0,sent_to_garage
CLM003253,POL001530,2019-12-04,2019-11-14,2017-08-26,2018-08-26,20,Nissan,Leaf,Estate,theft_damage,multiple,moderate,app,comprehensive,False,True,False,3,119628,37,0,17,2016,29123.99,1.001,22134.23,3503.5,0.1583,True,0.0,0.0,sent_to_garage
CLM003254,POL002762,2017-11-18,2017-11-10,2014-06-21,2015-06-21,8,BMW,X5,Sedan,fire,roof,moderate,phone,third_party,True,True,True,10,115678,18,1,5,2007,64196.34,2.058,12839.27,5145.0,0.4007,False,0.0,0.0,sent_to_garage
CLM003257,POL000573,2017-05-26,2017-05-20,2016-07-23,2017-07-23,6,Audi,A3,Motorbike,collision,rear,minor,phone,third_party,False,True,True,0,84541,49,1,14,2017,30092.55,1.724,30092.55,775.8,0.0258,True,0.0,0.0,sent_to_garage
CLM003258,POL001744,2018-11-18,2018-11-15,2015-08-26,2016-08-25,3,Ford,Fiesta,Motorbike,theft_damage,side,moderate,app,comprehensive,True,True,False,10,98636,44,1,7,2008,11553.74,0.748,2310.75,1122.0,0.4856,False,0.0,0.0,sent_to_garage
CLM003259,POL003193,2019-05-03,2019-04-23,2015-10-20,2016-10-19,10,Nissan,Leaf,Hatchback,collision,front,minor,direct,comprehensive,False,False,True,0,13397,24,1,10,2019,29614.63,0.981,29614.63,490.5,0.0166,True,0.0,0.0,sent_to_garage
CLM003261,POL000448,2021-05-18,2021-04-26,2018-02-13,2019-02-13,22,Mercedes,C-Class,Estate,vandalism,rear,severe,broker,third_party_fire_theft,False,True,True,19,42281,33,1,8,2002,,,,,,False,1.0,1.0,scrapped_by_handler
CLM003263,POL000406,2016-04-12,2016-04-11,2014-04-24,2015-04-24,1,Toyota,Corolla,SUV,flood,side,minor,broker,comprehensive,False,False,True,20,114767,53,1,6,1996,,,,,,False,0.0,0.0,sent_to_garage
CLM003264,POL002694,2020-08-16,2020-08-12,2013-02-17,2014-02-17,4,Toyota,Yaris,Estate,flood,rear,moderate,broker,comprehensive,True,False,False,9,141842,20,2,16,2011,14310.23,0.786,4006.86,1414.8,0.3531,False,0.0,0.0,sent_to_garage
CLM003265,POL001913,2017-11-24,2017-11-14,2014-10-22,2015-10-22,10,Honda,HR-V,Motorbike,fire,front,severe,app,comprehensive,False,True,True,15,100660,56,1,17,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM003266,POL001288,2018-01-20,2018-01-20,2016-09-22,2017-09-22,0,Nissan,Micra,Motorbike,vandalism,multiple,moderate,broker,comprehensive,True,False,True,3,99668,34,1,13,2015,13192.64,0.793,10026.41,2775.5,0.2768,False,0.0,0.0,sent_to_garage
CLM003268,POL004311,2017-04-09,2017-04-05,2015-03-04,2016-03-03,4,Hyundai,i20,Sedan,flood,multiple,minor,broker,comprehensive,True,True,True,2,177251,22,2,2,2015,15763.28,0.786,13241.16,628.8,0.0475,False,0.0,0.0,sent_to_garage
CLM003269,POL005712,2016-04-13,2016-03-20,2013-02-10,2014-02-10,24,Honda,Jazz,Estate,flood,rear,minor,phone,comprehensive,False,False,False,7,3735,36,0,19,2009,15866.67,0.841,6981.33,378.45,0.0542,False,0.0,0.0,sent_to_garage
CLM003270,POL000792,2020-05-19,2020-05-02,2014-07-06,2015-07-06,17,Toyota,Corolla,Sedan,collision,front,severe,online,third_party_fire_theft,False,True,True,12,39051,23,1,18,2008,21788.88,0.849,2178.89,4245.0,1.9482,False,1.0,1.0,scrapped_by_handler
CLM003272,POL003359,2020-08-06,2020-07-25,2013-05-23,2014-05-23,12,Toyota,RAV4,Sedan,vandalism,rear,minor,broker,comprehensive,False,False,True,0,175618,58,0,19,2020,32080.28,0.882,32080.28,396.9,0.0124,True,0.0,0.0,sent_to_garage
CLM003273,POL003624,2017-06-14,2017-06-10,2014-01-10,2015-01-10,4,Ford,Fiesta,Van,flood,rear,moderate,direct,comprehensive,False,True,True,16,88846,73,0,0,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM003275,POL003976,2019-06-08,2019-05-21,2018-08-17,2019-08-17,18,Audi,Q5,Sedan,theft_damage,multiple,minor,online,third_party,True,False,True,6,109702,45,0,3,2013,43442.84,1.841,22590.28,1472.8,0.0652,True,0.0,0.0,sent_to_garage
CLM003277,POL002730,2017-10-26,2017-10-15,2013-04-15,2014-04-15,11,Nissan,Leaf,Motorbike,collision,side,moderate,direct,comprehensive,False,False,False,4,184061,68,0,7,2013,31005.38,0.983,21083.66,1474.5,0.0699,True,0.0,0.0,sent_to_garage
CLM003279,POL001829,2018-07-21,2018-07-14,2014-05-24,2015-05-24,7,Ford,Mondeo,Hatchback,flood,rear,moderate,direct,third_party,True,False,False,3,58978,28,0,2,2015,21888.6,0.838,16635.34,1508.4,0.0907,False,0.0,0.0,sent_to_garage
CLM003281,POL003754,2019-05-25,2019-05-02,2017-03-02,2018-03-02,23,Vauxhall,Insignia,Motorbike,fire,roof,minor,app,comprehensive,True,False,False,5,120576,22,0,16,2014,23862.93,0.849,14317.76,509.4,0.0356,False,0.0,0.0,sent_to_garage
CLM003283,POL001557,2020-07-08,2020-06-10,2012-01-25,2013-01-24,28,Audi,Q5,Hatchback,theft_damage,front,severe,app,comprehensive,False,True,True,15,55815,48,2,10,2005,45386.83,1.84,4538.68,9200.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM003284,POL000533,2016-09-08,2016-08-28,2013-04-29,2014-04-29,11,Mercedes,E-Class,Van,collision,side,severe,phone,third_party,False,True,True,13,128753,57,1,17,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM003285,POL001077,2016-11-19,2016-11-12,2013-08-23,2014-08-23,7,Ford,Fiesta,Sedan,flood,rear,moderate,direct,comprehensive,True,False,True,6,198705,31,2,10,2010,12172.64,0.765,6329.77,1377.0,0.2175,False,0.0,0.0,sent_to_garage
CLM003286,POL003607,2019-08-24,2019-08-09,2016-06-23,2017-06-23,15,BMW,X5,Hatchback,flood,front,minor,broker,third_party_fire_theft,True,True,False,16,184846,49,3,9,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM003287,POL003549,2017-09-26,2017-09-23,2017-01-01,2018-01-01,3,Hyundai,i10,Sedan,vandalism,front,minor,direct,comprehensive,False,False,False,12,56409,40,2,5,2005,12305.49,0.732,1230.55,366.0,0.2974,False,0.0,0.0,sent_to_garage
CLM003288,POL002378,2021-06-24,2021-06-04,2016-02-25,2017-02-24,20,Vauxhall,Corsa,Van,flood,rear,minor,online,comprehensive,False,True,True,11,154664,17,1,4,2010,12493.82,0.705,1499.26,317.25,0.2116,False,0.0,1.0,sent_to_garage
CLM003289,POL000510,2017-03-29,2017-03-26,2014-06-06,2015-06-06,3,Nissan,Juke,Sedan,theft_damage,multiple,minor,direct,third_party_fire_theft,False,True,False,1,113245,24,0,11,2016,20564.42,0.863,18919.27,690.4,0.0365,True,0.0,0.0,sent_to_garage
CLM003290,POL002448,2021-04-23,2021-04-04,2012-10-25,2013-10-25,19,Nissan,Qashqai,Van,vandalism,multiple,moderate,online,comprehensive,False,True,True,12,91711,46,1,5,2009,28816.06,0.898,2881.61,3143.0,1.0907,False,1.0,1.0,scrapped_by_handler
CLM003291,POL001992,2017-11-04,2017-10-24,2015-01-27,2016-01-27,11,BMW,5 Series,Estate,theft_damage,front,minor,broker,comprehensive,True,True,True,16,171177,77,1,3,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM003292,POL004069,2017-08-19,2017-08-08,2014-09-29,2015-09-29,11,Mercedes,A-Class,Hatchback,theft_damage,roof,minor,phone,comprehensive,True,True,False,9,186382,55,1,11,2008,29677.45,1.846,8309.69,1107.6,0.1333,False,0.0,0.0,sent_to_garage
CLM003293,POL003270,2019-04-21,2019-04-03,2016-08-25,2017-08-25,18,BMW,X3,Estate,vandalism,roof,moderate,phone,comprehensive,True,False,True,0,180880,51,0,14,2019,49316.74,1.869,49316.74,4672.5,0.0947,True,0.0,0.0,sent_to_garage
CLM003294,POL002776,2021-03-31,2021-03-10,2019-10-30,2020-10-29,21,BMW,5 Series,Sedan,flood,side,minor,direct,comprehensive,False,False,False,3,105316,64,1,5,2018,44227.63,1.904,33613.0,761.6,0.0227,True,0.0,0.0,sent_to_garage
CLM003295,POL002750,2019-08-06,2019-07-09,2016-04-22,2017-04-22,28,Toyota,Yaris,Van,vandalism,front,minor,phone,third_party,False,True,False,0,77750,32,0,7,2019,14313.53,0.818,14313.53,409.0,0.0286,False,0.0,0.0,sent_to_garage
CLM003296,POL006024,2019-02-23,2019-02-15,2012-05-15,2013-05-15,8,Mercedes,GLC,SUV,fire,roof,moderate,broker,third_party,True,True,False,19,52203,50,1,19,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM003297,POL004271,2019-01-23,2018-12-29,2017-10-08,2018-10-08,25,Ford,Focus,Motorbike,flood,front,minor,broker,third_party_fire_theft,False,False,True,14,167905,24,1,15,2005,18598.07,0.815,1859.81,407.5,0.2191,False,0.0,1.0,sent_to_garage
CLM003298,POL002807,2019-01-19,2018-12-25,2015-05-13,2016-05-12,25,Honda,HR-V,Motorbike,flood,front,moderate,phone,comprehensive,True,True,False,18,6342,41,1,11,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM003299,POL002707,2019-08-19,2019-07-20,2015-09-17,2016-09-16,30,Volkswagen,Golf,Estate,theft_damage,rear,minor,app,comprehensive,False,True,False,14,129181,31,0,19,2005,23842.43,0.992,2384.24,446.4,0.1872,False,0.0,0.0,sent_to_garage
CLM003301,POL005521,2021-03-14,2021-02-18,2017-06-04,2018-06-04,24,Toyota,Corolla,Motorbike,collision,multiple,moderate,broker,comprehensive,True,True,False,9,67964,17,0,15,2012,22296.18,0.846,6242.93,2961.0,0.4743,False,0.0,0.0,sent_to_garage
CLM003302,POL001803,2019-10-18,2019-10-09,2018-02-27,2019-02-27,9,Volkswagen,Polo,Hatchback,flood,side,moderate,app,third_party_fire_theft,False,True,False,15,187556,27,2,18,2004,15506.56,0.874,1550.66,1311.0,0.8454,False,0.0,1.0,sent_to_garage
CLM003304,POL006950,2020-09-29,2020-09-05,2016-04-25,2017-04-25,24,Volkswagen,Tiguan,Motorbike,vandalism,front,severe,broker,third_party_fire_theft,False,True,True,5,166970,56,1,7,2015,33974.57,1.087,20384.74,5435.0,0.2666,True,0.0,0.0,sent_to_garage
CLM003306,POL000268,2021-01-24,2020-12-30,2013-07-21,2014-07-21,25,Hyundai,i30,Hatchback,vandalism,front,moderate,broker,comprehensive,True,False,True,16,103903,49,0,20,2005,19991.21,0.798,1999.12,1596.0,0.7984,False,0.0,1.0,sent_to_garage
CLM003307,POL000350,2017-12-11,2017-11-20,2017-03-06,2018-03-06,21,Vauxhall,Mokka,Sedan,flood,front,minor,broker,comprehensive,False,False,True,18,142793,46,2,15,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM003308,POL000144,2021-01-24,2021-01-09,2019-09-10,2020-09-09,15,BMW,1 Series,SUV,collision,roof,minor,broker,comprehensive,True,True,True,15,11612,77,0,14,2006,28603.14,1.724,2860.31,1034.4,0.3616,False,0.0,1.0,sent_to_garage
CLM003310,POL000405,2017-12-01,2017-11-29,2012-11-26,2013-11-26,2,Nissan,Leaf,Van,theft_damage,multiple,minor,broker,third_party,False,True,True,13,127899,48,0,4,2004,29075.76,0.981,2907.58,784.8,0.2699,False,0.0,1.0,sent_to_garage
CLM003311,POL005327,2017-10-26,2017-10-05,2012-03-19,2013-03-19,21,Audi,A4,Estate,vandalism,roof,minor,direct,third_party_fire_theft,False,True,True,20,78307,34,1,16,1997,,,,,,False,0.0,0.0,sent_to_garage
CLM003312,POL005402,2021-05-24,2021-04-30,2014-08-07,2015-08-07,24,Audi,A3,Hatchback,theft_damage,rear,minor,phone,comprehensive,False,True,True,15,173688,43,3,17,2006,30252.68,1.775,3025.27,798.75,0.264,False,0.0,1.0,sent_to_garage
CLM003314,POL003482,2019-01-04,2018-12-23,2012-11-14,2013-11-14,12,Nissan,Micra,Hatchback,fire,rear,minor,online,comprehensive,False,True,True,16,37520,45,0,16,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM003315,POL001649,2020-07-23,2020-07-07,2012-04-15,2013-04-15,16,Ford,Kuga,Hatchback,flood,side,minor,phone,comprehensive,False,False,False,7,10615,49,1,1,2013,27925.77,0.887,12287.34,354.8,0.0289,False,0.0,0.0,sent_to_garage
CLM003316,POL000362,2021-11-23,2021-11-17,2016-07-16,2017-07-16,6,Hyundai,Tucson,Van,collision,roof,moderate,online,third_party,False,True,True,11,81806,46,2,7,2010,28595.7,0.877,3431.48,2192.5,0.6389,False,0.0,0.0,sent_to_garage
CLM003317,POL004165,2021-12-20,2021-11-23,2015-07-11,2016-07-10,27,Nissan,Qashqai,SUV,vandalism,side,minor,phone,comprehensive,False,True,False,10,7997,60,1,1,2011,27936.16,0.9,5587.23,360.0,0.0644,False,0.0,0.0,sent_to_garage
CLM003318,POL000575,2017-04-23,2017-04-04,2015-05-05,2016-05-04,19,Hyundai,i10,Hatchback,collision,multiple,moderate,broker,comprehensive,True,True,True,2,190826,62,1,5,2015,11594.33,0.756,9739.24,2646.0,0.2717,False,0.0,1.0,sent_to_garage
CLM003319,POL000484,2019-07-23,2019-07-15,2016-07-31,2017-07-31,8,Vauxhall,Insignia,Van,theft_damage,roof,moderate,app,comprehensive,False,True,True,20,74336,63,1,6,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM003323,POL003997,2016-03-20,2016-02-26,2012-02-04,2013-02-03,23,Nissan,Juke,Van,flood,roof,moderate,online,third_party_fire_theft,True,True,True,8,122508,56,1,6,2008,19582.66,0.851,7049.76,2127.5,0.3018,False,0.0,0.0,sent_to_garage
CLM003324,POL004525,2019-10-03,2019-09-03,2019-07-12,2020-07-11,30,Toyota,Camry,Motorbike,flood,multiple,minor,broker,comprehensive,False,False,True,7,36392,39,1,13,2012,31030.77,0.887,13653.54,709.6,0.052,False,0.0,1.0,sent_to_garage
CLM003325,POL003413,2016-06-17,2016-06-09,2012-12-13,2013-12-13,8,Mercedes,C-Class,Van,vandalism,front,moderate,online,third_party,False,False,True,9,82749,43,0,13,2007,41179.0,1.938,11530.12,3876.0,0.3362,False,0.0,1.0,sent_to_garage
CLM003326,POL004783,2018-09-17,2018-09-10,2015-12-31,2016-12-30,7,Volkswagen,Polo,Estate,theft_damage,front,moderate,online,comprehensive,False,True,True,19,101725,31,1,11,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM003328,POL004793,2019-06-28,2019-06-13,2016-07-11,2017-07-11,15,Honda,Civic,Motorbike,fire,rear,moderate,phone,third_party_fire_theft,False,True,True,10,56892,43,0,2,2009,21776.71,0.906,4355.34,1630.8,0.3744,False,0.0,0.0,sent_to_garage
